atom_1,atom_2,pair,count,r2_avg,r2,min_distance,max_distance,r2_avg_ratio,r2_ratio
O1P,O3',A-G,94,0.667,0.804,13.88,20.98,0.63,0.799
O1P,O2',A-G,94,0.669,0.801,11.69,19.53,0.65,0.812
P,O2',A-G,94,0.673,0.799,10.22,18.26,0.655,0.811
P,O3',A-G,94,0.669,0.798,12.42,19.63,0.632,0.794
O1P,C2',A-G,94,0.671,0.795,11.79,18.84,0.648,0.802
O1P,C3',A-G,94,0.671,0.794,13.23,19.89,0.642,0.795
O5',O2',A-G,94,0.67,0.794,9.92,17.12,0.642,0.802
O1P,C4',A-G,94,0.684,0.794,13.72,20.39,0.666,0.804
P,C2',A-G,94,0.675,0.793,10.35,17.53,0.652,0.801
P,C4',A-G,94,0.687,0.792,12.55,19.07,0.667,0.802
O1P,C1',A-G,94,0.685,0.791,11.38,18.25,0.674,0.808
O5',O3',A-G,94,0.664,0.791,12.26,18.63,0.613,0.78
P,C1',A-G,94,0.689,0.791,10.35,16.96,0.677,0.808
P,C3',A-G,94,0.673,0.79,11.8,18.55,0.643,0.791
P,N3,A-G,94,0.689,0.788,7.31,14.14,0.675,0.803
P,O4',A-G,94,0.694,0.788,11.63,17.97,0.684,0.807
O5',C4',A-G,94,0.687,0.787,12.46,18.356666666666666,0.653,0.791
O1P,O4',A-G,94,0.69,0.787,12.6,19.26,0.682,0.807
O1P,N3,A-G,94,0.684,0.787,8.32,15.417142857142858,0.671,0.801
O5',C2',A-G,94,0.67,0.786,10.27,16.47,0.634,0.788
O5',C1',A-G,94,0.689,0.784,10.34,16.173333333333332,0.664,0.796
P,C4,A-G,94,0.687,0.784,8.44,14.43,0.677,0.801
O1P,C5',A-G,94,0.684,0.783,14.9,21.13,0.663,0.79
O1P,C4,A-G,94,0.682,0.783,9.39,15.72,0.674,0.799
O5',C3',A-G,94,0.669,0.783,11.76,17.575000000000003,0.623,0.776
C6,O6,A-G,94,0.702,0.782,3.62,8.94,0.69,0.794
P,N9,A-G,94,0.687,0.781,9.74,15.72,0.677,0.798
P,C5',A-G,94,0.686,0.781,13.89,19.84,0.663,0.787
O5',O4',A-G,94,0.697,0.781,11.692499999999999,17.483333333333334,0.673,0.795
O1P,N9,A-G,94,0.682,0.78,10.71,17.03,0.674,0.798
N9,O2',A-G,94,0.651,0.779,7.09,13.22,0.623,0.786
O2P,O2',A-G,94,0.666,0.777,9.26,17.86,0.658,0.794
C8,O2',A-G,94,0.638,0.777,6.69,13.83,0.62,0.788
P,C2,A-G,94,0.684,0.776,6.22,13.222857142857142,0.67,0.789
C4,O2',A-G,94,0.657,0.776,6.023333333333333,11.87,0.633,0.785
C5,O2',A-G,94,0.644,0.776,4.91,11.78,0.633,0.792
N7,O2',A-G,94,0.633,0.776,5.42,13.08,0.623,0.791
N1,O6,A-G,94,0.683,0.775,3.33,9.72,0.67,0.789
O5',N3,A-G,94,0.686,0.774,7.58,13.254285714285714,0.659,0.782
O1P,C2,A-G,94,0.679,0.774,7.19,14.575714285714286,0.667,0.787
O4',O2',A-G,94,0.635,0.774,9.28,15.29,0.598,0.773
C4,C4',A-G,94,0.679,0.774,8.878333333333334,13.0,0.639,0.775
N9,C4',A-G,94,0.664,0.773,9.928333333333335,14.37,0.621,0.772
O5',C5',A-G,94,0.685,0.772,13.89,19.49,0.645,0.771
O2P,O3',A-G,94,0.663,0.771,11.55,19.13,0.64,0.775
C5',O2',A-G,94,0.627,0.771,9.74,17.42,0.607,0.778
C5,C1',A-G,94,0.655,0.771,6.015000000000001,10.5,0.641,0.79
C5,O4',A-G,94,0.666,0.771,7.271666666666666,11.63,0.653,0.79
C5,C4',A-G,94,0.651,0.771,7.760000000000001,12.62,0.631,0.781
C4,O4',A-G,94,0.699,0.77,8.478333333333333,11.95,0.667,0.782
O5',C4,A-G,94,0.683,0.77,8.81,13.88,0.658,0.78
N9,O4',A-G,94,0.679,0.77,9.43,13.31,0.645,0.779
C4,C1',A-G,94,0.684,0.77,7.2733333333333325,10.8,0.654,0.781
C5,O3',A-G,94,0.622,0.769,7.2,13.18,0.594,0.77
N9,C1',A-G,94,0.664,0.769,8.171666666666667,12.17,0.629,0.776
O5',N9,A-G,94,0.685,0.769,10.01,15.25,0.66,0.78
C4,O3',A-G,94,0.638,0.768,8.27,13.42,0.588,0.759
C8,C4',A-G,94,0.642,0.768,9.43,14.72,0.616,0.774
O2P,N3,A-G,94,0.681,0.768,5.85,13.69,0.676,0.787
C5',O3',A-G,94,0.614,0.767,12.21,19.03,0.571,0.754
O2P,C2',A-G,94,0.666,0.767,9.29,17.05,0.655,0.781
P,N2,A-G,94,0.683,0.767,5.0,13.262857142857143,0.666,0.778
N9,O3',A-G,94,0.628,0.767,9.28,14.76,0.576,0.754
N1,C6,A-G,94,0.692,0.767,3.43,8.54,0.672,0.778
C8,O4',A-G,94,0.653,0.767,8.852500000000001,13.64,0.633,0.781
C8,C1',A-G,94,0.642,0.766,7.55,12.58,0.62,0.778
C5',C4',A-G,94,0.637,0.766,12.3,18.61,0.613,0.77
O2P,C1',A-G,94,0.679,0.765,8.91,16.41,0.677,0.787
C8,O3',A-G,94,0.616,0.764,8.91,15.24,0.58,0.76
P,O5',A-G,94,0.727,0.764,13.7,20.463333333333335,0.736,0.792
O1P,N2,A-G,94,0.678,0.764,6.05,14.585714285714284,0.662,0.775
N7,C1',A-G,94,0.63,0.763,6.25,11.68,0.616,0.78
O2P,C4',A-G,94,0.676,0.763,11.24,18.45,0.668,0.779
O1P,O5',A-G,94,0.722,0.763,14.69,21.82,0.733,0.792
N7,C4',A-G,94,0.628,0.763,8.13,13.785,0.612,0.774
N7,O4',A-G,94,0.638,0.762,7.5649999999999995,12.835,0.626,0.781
C5,C2',A-G,94,0.628,0.762,5.65,11.04,0.608,0.772
N7,O3',A-G,94,0.608,0.762,7.7,14.39,0.584,0.765
O2P,C3',A-G,94,0.665,0.761,10.77,18.0,0.648,0.769
O2P,O4',A-G,94,0.682,0.761,10.18,17.369999999999997,0.683,0.785
O4',C4',A-G,94,0.638,0.761,12.096666666666666,16.59,0.588,0.751
O2P,N2,A-G,94,0.68,0.761,3.54,12.69,0.672,0.777
O2P,C2,A-G,94,0.678,0.761,4.75,12.615714285714287,0.673,0.779
C8,C2',A-G,94,0.621,0.76,7.15,13.12,0.592,0.765
N9,C2',A-G,94,0.634,0.76,7.76,12.61,0.592,0.757
N7,C2',A-G,94,0.613,0.76,5.87,12.29,0.595,0.77
C5',C2',A-G,94,0.618,0.759,10.14,16.87,0.591,0.76
C6,C6,A-G,94,0.698,0.759,4.12,7.75,0.68,0.766
C5',C1',A-G,94,0.635,0.759,10.13,16.39,0.622,0.772
C1',O2',A-G,94,0.623,0.758,8.499999999999998,13.96,0.581,0.756
C5',O4',A-G,94,0.644,0.758,11.47,17.52,0.632,0.774
C5',C3',A-G,94,0.613,0.758,11.65,18.03,0.577,0.749
C5,C3',A-G,94,0.62,0.758,7.04,12.08,0.592,0.761
O2P,C4,A-G,94,0.676,0.757,6.97,13.86,0.675,0.779
C4,C2',A-G,94,0.646,0.756,6.835,11.25,0.607,0.757
O4',O4',A-G,94,0.647,0.756,11.53,15.57,0.61,0.758
O4',C1',A-G,94,0.635,0.755,10.22,14.39,0.598,0.756
N9,C3',A-G,94,0.626,0.755,9.14,13.75,0.573,0.743
C6,O2',A-G,94,0.625,0.755,3.728333333333333,11.879999999999999,0.621,0.775
C8,C3',A-G,94,0.613,0.755,8.58,14.17,0.577,0.752
C4,C3',A-G,94,0.64,0.755,8.215,12.4,0.588,0.745
O4',O3',A-G,94,0.607,0.754,11.45,16.85,0.542,0.729
P,N1,A-G,94,0.675,0.754,6.46,12.387142857142857,0.666,0.768
P,C5,A-G,94,0.678,0.753,8.71,13.715,0.674,0.771
C4',O2',A-G,94,0.613,0.753,10.11,16.23,0.582,0.756
O2P,N9,A-G,94,0.675,0.753,8.27,15.11,0.675,0.775
O1P,N1,A-G,94,0.67,0.752,7.29,13.757142857142858,0.663,0.767
C5',C5',A-G,94,0.63,0.752,13.66,19.44,0.601,0.751
O1P,C5,A-G,94,0.673,0.752,9.56,15.023333333333333,0.672,0.77
N7,C3',A-G,94,0.603,0.752,7.32,13.27,0.579,0.757
O4',C2',A-G,94,0.613,0.75,9.87,14.74,0.564,0.739
N6,O2',A-G,94,0.609,0.75,2.54,13.11,0.612,0.773
C8,C5',A-G,94,0.632,0.749,10.89,15.45,0.597,0.748
N9,C5',A-G,94,0.654,0.749,11.399999999999999,15.21,0.599,0.739
C6,O3',A-G,94,0.598,0.748,6.07,12.985,0.58,0.756
N6,O6,A-G,94,0.664,0.748,2.8,9.3,0.646,0.753
C5,C5',A-G,94,0.642,0.748,9.233333333333333,13.41,0.613,0.751
O2P,C5',A-G,94,0.673,0.748,12.44,19.085,0.663,0.761
C5',N3,A-G,94,0.625,0.747,7.43,13.43,0.61,0.756
C5',C4,A-G,94,0.609,0.746,8.73,13.94,0.599,0.758
C6,C4',A-G,94,0.623,0.745,6.541666666666667,12.495000000000001,0.612,0.761
C4,C5',A-G,94,0.671,0.745,10.368333333333334,13.86,0.616,0.736
C4',C4',A-G,94,0.619,0.743,12.83,17.58,0.58,0.74
O5',C2,A-G,94,0.673,0.743,6.64,12.471428571428573,0.645,0.751
O4',C3',A-G,94,0.602,0.742,11.25,15.91,0.541,0.72
N7,C5',A-G,94,0.615,0.742,9.59,14.635,0.592,0.748
O2P,N1,A-G,94,0.669,0.741,5.04,11.692857142857145,0.669,0.76
C6,O4',A-G,94,0.633,0.741,6.126666666666666,11.48,0.63,0.766
O1P,O1P,A-G,94,0.722,0.741,17.1,23.88,0.735,0.775
P,O1P,A-G,94,0.725,0.74,16.12,22.59,0.734,0.773
C6,C1',A-G,94,0.619,0.74,4.951666666666667,10.46,0.617,0.765
C4',O3',A-G,94,0.589,0.739,12.61,17.93,0.532,0.72
P,C8,A-G,94,0.677,0.739,10.58,15.83,0.673,0.758
O5',O5',A-G,94,0.715,0.739,14.002500000000001,20.186666666666667,0.711,0.763
C5',N9,A-G,94,0.614,0.738,9.85,15.28,0.605,0.751
O1P,C8,A-G,94,0.672,0.738,11.48,17.150000000000002,0.671,0.757
O2P,O5',A-G,94,0.717,0.738,12.24,19.83,0.736,0.771
C1',C4',A-G,94,0.613,0.736,11.331666666666665,15.34,0.555,0.723
O4',C5',A-G,94,0.622,0.736,13.548333333333334,17.47,0.563,0.717
N6,O3',A-G,94,0.573,0.735,5.05,14.129999999999999,0.568,0.75
C5,N3,A-G,94,0.602,0.735,4.456666666666666,7.67,0.581,0.75
C4,O6,A-G,94,0.636,0.734,4.9350000000000005,9.74,0.637,0.753
C4',O4',A-G,94,0.626,0.734,12.07,16.51,0.6,0.743
C6,C2',A-G,94,0.6,0.734,4.56,11.0,0.59,0.75
N3,O2',A-G,94,0.64,0.733,6.180000000000001,10.94,0.605,0.739
C4',C1',A-G,94,0.612,0.732,10.76,15.33,0.584,0.739
C6,C3',A-G,94,0.59,0.731,5.958333333333333,11.91,0.573,0.741
O1P,C6,A-G,94,0.664,0.73,8.55,13.715714285714286,0.665,0.748
P,P,A-G,94,0.723,0.73,14.91,21.173333333333336,0.741,0.768
C1',O3',A-G,94,0.582,0.73,10.63,15.61,0.513,0.705
P,C6,A-G,94,0.669,0.73,7.78,12.328571428571426,0.667,0.747
C2,O6,A-G,94,0.611,0.729,3.01,10.63,0.602,0.747
O1P,P,A-G,94,0.719,0.729,15.83,22.47,0.74,0.768
N6,C1',A-G,94,0.583,0.729,3.6783333333333332,11.615,0.587,0.756
N6,C4',A-G,94,0.584,0.729,5.401666666666666,13.594999999999999,0.585,0.75
C4',C2',A-G,94,0.59,0.729,10.7,15.75,0.549,0.722
N6,C2',A-G,94,0.579,0.729,3.3883333333333336,12.19,0.577,0.75
N1,N1,A-G,94,0.693,0.727,2.62,7.63,0.665,0.735
O5',N2,A-G,94,0.67,0.727,5.33,12.491428571428573,0.642,0.734
O2P,C5,A-G,94,0.664,0.726,7.26,13.0,0.669,0.749
C1',O4',A-G,94,0.617,0.725,10.825,14.31,0.568,0.723
C5,N9,A-G,94,0.607,0.725,6.375,9.335,0.59,0.743
N6,O4',A-G,94,0.587,0.725,4.905,12.57,0.593,0.753
C4',C3',A-G,94,0.583,0.725,12.21,16.96,0.532,0.709
C5,O6,A-G,94,0.651,0.724,4.859999999999999,9.96,0.65,0.738
C3',O2',A-G,94,0.597,0.724,9.86,15.49,0.572,0.734
C4',C5',A-G,94,0.608,0.722,14.26,18.49,0.561,0.711
C8,N9,A-G,94,0.592,0.72,7.49,11.37,0.564,0.729
C1',C1',A-G,94,0.596,0.72,9.495000000000001,13.11,0.548,0.716
C5',O5',A-G,94,0.66,0.72,13.68,19.92,0.67,0.747
N6,C3',A-G,94,0.56,0.719,4.82,13.04,0.556,0.735
C8,N3,A-G,94,0.589,0.718,5.21,9.75,0.554,0.723
N7,N3,A-G,94,0.577,0.718,4.04,8.95,0.551,0.729
C6,C5',A-G,94,0.609,0.717,8.038333333333332,13.155000000000001,0.59,0.725
N3,O6,A-G,94,0.587,0.716,3.695,10.735,0.583,0.735
C2,C6,A-G,94,0.606,0.716,3.525,9.49,0.596,0.732
C3',O3',A-G,94,0.577,0.716,12.26,17.33,0.528,0.706
C1',C2',A-G,94,0.577,0.716,9.2,13.47,0.52,0.701
N7,N9,A-G,94,0.573,0.716,6.25,10.535,0.555,0.732
O2P,C8,A-G,94,0.662,0.715,9.11,15.0,0.668,0.739
N3,O3',A-G,94,0.606,0.714,8.451666666666666,12.62,0.538,0.695
C8,O5',A-G,94,0.665,0.713,11.209999999999999,16.13,0.667,0.739
C3',C4',A-G,94,0.608,0.713,12.73,16.84,0.576,0.719
C5,O5',A-G,94,0.699,0.712,9.653333333333334,14.04,0.711,0.745
O5',O1P,A-G,94,0.709,0.712,16.404999999999998,22.346666666666668,0.704,0.739
N7,O5',A-G,94,0.651,0.71,9.92,15.24,0.662,0.741
O2P,C6,A-G,94,0.657,0.71,6.38,11.6,0.663,0.732
N1,O2',A-G,94,0.6,0.709,3.876666666666667,10.885000000000002,0.595,0.729
O5',C5,A-G,94,0.664,0.709,9.28,13.526666666666666,0.641,0.718
O4',N3,A-G,94,0.587,0.708,7.55,11.44,0.543,0.702
O2P,O1P,A-G,94,0.709,0.707,14.67,21.666666666666668,0.73,0.745
C5',O1P,A-G,94,0.656,0.706,16.12,22.02333333333333,0.666,0.738
N1,C5,A-G,94,0.662,0.705,4.5614285714285705,8.1,0.635,0.71
C1',C3',A-G,94,0.563,0.705,10.56,14.67,0.493,0.68
N3,C4',A-G,94,0.64,0.705,9.085,12.4,0.581,0.696
N9,N9,A-G,94,0.603,0.705,8.435,11.05,0.559,0.707
O4',N9,A-G,94,0.584,0.705,9.855,13.31,0.545,0.702
N1,O3',A-G,94,0.575,0.704,6.265000000000001,11.905000000000001,0.548,0.708
N9,N3,A-G,94,0.596,0.703,6.28,9.24,0.546,0.701
O1P,N7,A-G,94,0.662,0.701,10.92,16.12,0.666,0.721
C5',C2,A-G,94,0.6,0.7,6.67,12.469999999999999,0.585,0.707
C5,C4,A-G,94,0.533,0.699,5.736666666666667,8.01,0.512,0.715
C1',C5',A-G,94,0.586,0.699,12.77,16.26,0.516,0.676
P,N7,A-G,94,0.667,0.699,10.1,14.813333333333333,0.668,0.719
O2P,P,A-G,94,0.706,0.698,13.44,20.233333333333334,0.734,0.74
C3',O4',A-G,94,0.611,0.698,12.017500000000002,15.89,0.59,0.714
O4',O5',A-G,94,0.65,0.697,13.48,17.863333333333333,0.636,0.712
N9,O5',A-G,94,0.681,0.697,11.801666666666668,15.69,0.672,0.72
O4',C4,A-G,94,0.545,0.697,8.515,11.97,0.502,0.691
C8,O1P,A-G,94,0.664,0.697,13.555,18.133333333333336,0.663,0.728
C2',O2',A-G,94,0.564,0.697,9.15,14.14,0.528,0.7
N6,C5',A-G,94,0.558,0.696,6.880000000000002,14.18,0.554,0.713
O5',C8,A-G,94,0.667,0.694,11.0,15.65,0.645,0.706
N1,C4',A-G,94,0.606,0.693,6.745,11.309999999999999,0.588,0.706
C3',C3',A-G,94,0.565,0.693,12.05,16.32,0.52,0.685
C3',C1',A-G,94,0.589,0.693,10.715,14.61,0.567,0.706
O5',P,A-G,94,0.706,0.693,15.2725,20.936666666666667,0.709,0.727
C5,O1P,A-G,94,0.694,0.693,11.918333333333331,16.026666666666667,0.702,0.73
C3',C2',A-G,94,0.567,0.692,10.6,15.06,0.532,0.692
C4,C6,A-G,94,0.6,0.69,5.16,8.69,0.61,0.711
C3',C5',A-G,94,0.598,0.69,14.18,17.78,0.559,0.689
C5',P,A-G,94,0.65,0.69,15.06,20.62,0.672,0.731
C2,O2',A-G,94,0.606,0.688,5.153333333333333,10.335,0.584,0.7
N7,O1P,A-G,94,0.641,0.688,12.266666666666667,17.13,0.65,0.723
C4',N3,A-G,94,0.571,0.687,8.23,12.34,0.54,0.688
C8,C4,A-G,94,0.54,0.687,6.51,10.07,0.506,0.693
C4,O5',A-G,94,0.713,0.685,10.876666666666665,14.33,0.709,0.712
N3,C6,A-G,94,0.552,0.684,3.8449999999999998,9.61,0.552,0.704
N9,O1P,A-G,94,0.683,0.684,14.081666666666669,17.836666666666666,0.667,0.709
O5',N1,A-G,94,0.645,0.683,7.12,11.72285714285714,0.617,0.688
C4',N9,A-G,94,0.561,0.681,10.600000000000001,14.3,0.535,0.686
C2,N1,A-G,94,0.62,0.681,3.12,8.477500000000001,0.606,0.696
O2P,N7,A-G,94,0.651,0.681,8.64,13.86,0.66,0.705
C6,O5',A-G,94,0.68,0.68,8.56,12.72,0.705,0.72
N7,C4,A-G,94,0.519,0.68,5.35,9.184999999999999,0.496,0.693
O4',O1P,A-G,94,0.642,0.679,15.649999999999999,20.086666666666666,0.622,0.695
C4',C4,A-G,94,0.532,0.678,9.3,12.94,0.505,0.679
C4,N3,A-G,94,0.622,0.677,5.8325000000000005,7.88,0.576,0.678
C4',O5',A-G,94,0.627,0.677,14.325,18.86,0.623,0.698
C2,O3',A-G,94,0.578,0.675,7.413333333333333,11.695,0.524,0.664
N9,C4,A-G,94,0.518,0.673,7.59,9.72,0.465,0.668
C4,N9,A-G,94,0.625,0.673,7.704166666666667,9.69,0.583,0.679
C5',N2,A-G,94,0.607,0.672,5.35,12.448571428571428,0.587,0.678
C4,O1P,A-G,94,0.714,0.671,13.091666666666667,16.48,0.702,0.699
O3',O2',A-G,94,0.544,0.671,11.02,16.24,0.521,0.682
C2',O3',A-G,94,0.519,0.668,11.42,16.0,0.458,0.65
N6,O5',A-G,94,0.603,0.665,7.311666666666667,13.3,0.632,0.706
C6,N1,A-G,94,0.673,0.664,3.455,6.8,0.65,0.665
C2',C4',A-G,94,0.544,0.664,11.59,15.62,0.495,0.659
N3,O4',A-G,94,0.628,0.663,8.7925,11.59,0.581,0.666
C8,P,A-G,94,0.634,0.662,12.6175,16.713333333333335,0.64,0.7
C4',O1P,A-G,94,0.621,0.661,16.56,21.013333333333335,0.616,0.685
N3,C2',A-G,94,0.589,0.661,7.198333333333334,10.44,0.534,0.651
N3,C3',A-G,94,0.579,0.661,8.479999999999999,11.66,0.505,0.638
O3',O3',A-G,94,0.521,0.661,13.355,18.22,0.475,0.652
C5',C5,A-G,94,0.551,0.661,9.35,13.38,0.55,0.674
N1,O4',A-G,94,0.6,0.659,6.4624999999999995,10.285,0.596,0.683
C2,C5,A-G,94,0.55,0.659,4.905,9.18,0.541,0.673
O1P,O2P,A-G,94,0.692,0.658,15.47,21.91,0.71,0.697
N1,C3',A-G,94,0.55,0.658,6.246666666666666,10.785,0.525,0.663
C6,O1P,A-G,94,0.665,0.655,10.756666666666668,14.659999999999998,0.684,0.697
C2,C4',A-G,94,0.615,0.654,8.03,11.765,0.569,0.653
N7,P,A-G,94,0.606,0.653,11.33,15.703333333333333,0.622,0.695
O3',C4',A-G,94,0.551,0.653,13.274999999999999,17.7,0.523,0.661
P,O2P,A-G,94,0.692,0.651,14.59,20.63,0.706,0.69
N1,C2',A-G,94,0.548,0.649,4.996666666666667,9.94,0.537,0.664
O4',P,A-G,94,0.628,0.649,14.675,18.710000000000004,0.619,0.676
N1,C5',A-G,94,0.592,0.646,8.236666666666666,11.91,0.561,0.649
C5,P,A-G,94,0.659,0.645,11.178333333333333,14.61,0.679,0.693
C6,N3,A-G,94,0.487,0.644,4.0125,7.785,0.494,0.672
N6,N3,A-G,94,0.462,0.644,2.859166666666667,9.024999999999999,0.468,0.673
C6,N9,A-G,94,0.516,0.64,5.515000000000001,9.195,0.52,0.668
N6,N9,A-G,94,0.467,0.639,4.196666666666667,10.305,0.475,0.669
N3,C1',A-G,94,0.592,0.638,7.5,10.275,0.549,0.641
N3,C5',A-G,94,0.596,0.637,10.575000000000001,13.440000000000001,0.52,0.615
O2',O6,A-G,94,0.501,0.637,7.08,13.32,0.513,0.66
C2',O4',A-G,94,0.531,0.636,10.645,14.68,0.492,0.641
N9,P,A-G,94,0.648,0.634,13.328333333333333,16.446666666666665,0.644,0.67
N9,O6,A-G,94,0.558,0.634,6.075,11.04,0.571,0.654
C2',O6,A-G,94,0.523,0.634,6.93,12.08,0.533,0.656
O1P,O6,A-G,94,0.633,0.634,8.81,13.096666666666666,0.646,0.653
O5',C6,A-G,94,0.63,0.632,8.5,12.18,0.606,0.638
C4',P,A-G,94,0.606,0.631,15.594999999999999,19.636666666666667,0.613,0.667
O3',O4',A-G,94,0.548,0.63,12.335,16.89,0.531,0.648
C1',O5',A-G,94,0.581,0.63,12.379999999999999,16.61,0.558,0.643
O2P,O2P,A-G,94,0.677,0.628,13.13,19.64,0.702,0.67
N7,N2,A-G,94,0.517,0.627,2.71,8.139999999999999,0.484,0.633
N6,O1P,A-G,94,0.57,0.626,9.554999999999998,15.274999999999999,0.597,0.67
N1,C1',A-G,94,0.553,0.626,5.24,9.33,0.557,0.653
C3',O5',A-G,94,0.597,0.625,13.940000000000001,18.19,0.601,0.653
O3',C5',A-G,94,0.538,0.624,14.54,18.703333333333333,0.503,0.626
C2',C2',A-G,94,0.488,0.624,9.535,13.76,0.437,0.615
O3',C3',A-G,94,0.498,0.624,12.625,17.22,0.457,0.618
C4,C4,A-G,94,0.487,0.623,6.935,8.35,0.429,0.618
C5',C8,A-G,94,0.568,0.621,10.92,15.49,0.567,0.636
C2',C3',A-G,94,0.478,0.621,10.885000000000002,15.04,0.418,0.602
O3',C2',A-G,94,0.498,0.621,11.185,15.91,0.466,0.622
O3',C1',A-G,94,0.518,0.62,11.015,15.59,0.499,0.633
C2',C5',A-G,94,0.51,0.619,12.745000000000001,16.61,0.451,0.605
C2',C1',A-G,94,0.494,0.618,9.325,13.37,0.454,0.62
N3,N1,A-G,94,0.545,0.617,3.085,8.522499999999999,0.545,0.636
C3',N3,A-G,94,0.519,0.615,7.785,11.61,0.493,0.621
O2P,O6,A-G,94,0.623,0.615,6.8,11.09,0.638,0.638
C5',N1,A-G,94,0.527,0.612,7.35,11.799999999999999,0.52,0.619
P,O6,A-G,94,0.633,0.611,8.14,11.799999999999999,0.643,0.629
C1',O1P,A-G,94,0.57,0.61,14.6,18.833333333333332,0.54,0.622
N6,C6,A-G,94,0.54,0.61,3.205,8.08,0.517,0.605
N7,C2,A-G,94,0.464,0.609,3.76,7.930000000000001,0.433,0.615
O5',N7,A-G,94,0.644,0.609,10.67,14.713333333333333,0.624,0.619
C3',N9,A-G,94,0.506,0.608,10.11,13.65,0.485,0.617
C3',O1P,A-G,94,0.596,0.606,16.265,20.203333333333333,0.601,0.64
C5,C6,A-G,94,0.574,0.606,4.955,8.82,0.581,0.617
C1',O6,A-G,94,0.504,0.606,6.470000000000001,11.63,0.519,0.628
C8,N2,A-G,94,0.516,0.603,3.5,8.941428571428572,0.474,0.603
C4,P,A-G,94,0.671,0.598,12.416666666666666,15.096666666666666,0.674,0.64
C8,C2,A-G,94,0.474,0.595,4.71,8.811428571428571,0.433,0.595
C2,C3',A-G,94,0.538,0.593,7.503333333333333,10.91,0.481,0.58
N6,O2',A-A,114,0.239,0.59,6.99,10.6875,0.259,0.607
O2',O2',A-G,94,0.428,0.589,8.8,14.34,0.381,0.581
N1,N7,A-G,94,0.612,0.589,4.871428571428572,8.97,0.591,0.593
N3,C5,A-G,94,0.446,0.587,5.17,9.41,0.453,0.607
C6,P,A-G,94,0.612,0.584,10.093333333333332,13.24,0.646,0.639
N6,C2',A-A,114,0.238,0.582,6.765,10.057500000000001,0.262,0.589
C3',C4,A-G,94,0.447,0.581,8.825,12.29,0.425,0.587
C1',N9,A-G,94,0.447,0.581,8.705,12.08,0.394,0.569
C2,O4',A-G,94,0.585,0.579,7.51,10.95,0.554,0.59
C6,O2',A-A,114,0.246,0.579,7.265000000000001,10.719999999999999,0.181,0.586
C1',N3,A-G,94,0.446,0.578,6.46,10.144285714285715,0.388,0.563
C2,C2',A-G,94,0.531,0.575,6.22,9.775,0.495,0.574
N6,C1',A-A,114,0.22,0.575,6.779999999999999,9.71,0.279,0.575
C2,C5',A-G,94,0.576,0.575,9.513333333333334,12.754999999999999,0.511,0.561
N7,C8,A-G,94,0.457,0.57,7.45,10.795,0.441,0.585
O5',O2P,A-G,94,0.642,0.569,15.135000000000002,20.490000000000002,0.638,0.602
N6,P,A-G,94,0.514,0.569,8.833333333333334,13.97,0.549,0.621
N1,O5',A-G,94,0.686,0.562,8.951666666666668,11.8,0.714,0.602
C4',C2,A-G,94,0.487,0.561,7.105,11.584285714285715,0.456,0.558
C3',P,A-G,94,0.56,0.559,15.23,18.830000000000002,0.577,0.603
C6,C2',A-A,114,0.24,0.559,6.95,9.925,0.174,0.546
O4',C2,A-G,94,0.476,0.559,6.345000000000001,10.718571428571428,0.429,0.549
C5,O2',A-A,114,0.202,0.556,8.09,12.035,0.139,0.556
C2,N7,A-G,94,0.496,0.555,5.674285714285714,10.13,0.491,0.567
C5',O2P,A-G,94,0.567,0.554,14.94,20.236666666666668,0.583,0.594
N6,N9,A-A,114,0.176,0.554,6.512499999999999,8.672500000000001,0.24,0.567
O3',O5',A-G,94,0.523,0.551,14.425,19.26,0.529,0.579
N1,O1P,A-G,94,0.683,0.55,10.996666666666668,13.876666666666667,0.696,0.589
C8,C8,A-G,94,0.481,0.55,8.65,11.47,0.454,0.558
C5',C6,A-G,94,0.466,0.548,8.73,11.99,0.471,0.558
C5,N3,A-A,114,0.059,0.547,6.55125,8.09,0.002,0.603
N1,O2',A-A,114,0.234,0.542,6.960000000000001,9.870000000000001,0.086,0.546
C1',P,A-G,94,0.507,0.539,13.57,17.470000000000002,0.488,0.563
O4',N2,A-G,94,0.502,0.537,5.315,10.725714285714288,0.456,0.529
N6,C3',A-A,114,0.215,0.537,7.109999999999999,11.1375,0.256,0.5
N6,O3',A-A,114,0.187,0.536,7.515,12.0725,0.232,0.509
C6,C1',A-A,114,0.22,0.536,6.97,9.41,0.2,0.506
N6,C4,A-A,114,0.003,0.535,5.855,7.74,0.001,0.617
N7,N3,A-A,114,0.167,0.534,6.825,9.17,0.135,0.567
C4',N2,A-G,94,0.506,0.533,5.95,11.548571428571426,0.474,0.53
N7,O2',A-A,114,0.161,0.531,8.5675,13.185,0.145,0.536
N6,N3,A-A,114,0.007,0.531,5.895,7.78,0.044,0.63
O2P,C2,A-A,114,0.223,0.53,8.4525,12.631666666666666,0.251,0.505
N6,C4,A-G,94,0.323,0.526,3.885833333333333,9.100000000000001,0.333,0.557
C5,C2',A-A,114,0.206,0.523,7.635,11.254999999999999,0.152,0.491
C5,C4,A-A,114,0.142,0.522,6.68,8.32,0.1,0.496
O3',O1P,A-G,94,0.515,0.522,16.795,21.16,0.525,0.557
C2',O5',A-G,94,0.471,0.522,12.47,17.04,0.457,0.54
